Complaint_ID,Complaint_Text,Category,Severity,Date,Status
CF-14542,Meter reading seems incorrect this month,Electricity,Low,2025-06-27 00:23:36,Resolved
CF-14543,"No electricity affecting entire block, power fluctuations damaging appliances near Central Park - Please resolve urgently near Shopping Mall",Electricity,High,2025-01-11 00:29:18,Pending
CF-14544,"Sewage backup in old age home, residents evacuated in Old City",Waste-Water/Sewage,High,2024-04-19 07:49:02,Pending
CF-14545,"No electricity without notice, high voltage spikes near City Hospital - Hope for quick resolution near Bus Stand",Electricity,High,2024-05-20 03:31:40,Resolved
CF-14546,"No electricity across the ward, no supply despite payment in Industrial Area - This is urgent near Market Square",Electricity,High,2025-09-26 00:05:46,Pending
CF-14547,Want to avail subsidy for electricity bill near Shopping Mall,Electricity,Low,2024-07-04 05:46:24,In Progress
CF-14548,"No electricity without notice, intermittent electricity in Sector 12 - Immediate action needed near School Zone",Electricity,High,2024-08-27 15:18:53,Pending
CF-14549,Request for smart meter installation,Electricity,Low,2024-10-27 07:37:17,In Progress
CF-14550,Need information about water connection fees,Water Supply,Low,2025-12-30 06:01:45,Resolved
CF-14551,"Drinking water has foul smell, people getting sick",Water Supply,High,2024-07-12 00:15:36,In Progress
CF-14552,Need information about demand response program in Commercial Complex,Electricity,Low,2024-05-14 06:19:22,Closed
CF-14553,"Main water pipeline leaked, entire street flooded",Water Supply,High,2025-06-05 15:53:40,Pending
CF-14554,"Sewage mixing with drinking water supply, dangerous",Water Supply,High,2024-04-19 16:52:06,Pending
CF-14555,"No electricity affecting entire block, grid failure in Old City - Hope for quick resolution in Sector 12",Electricity,High,2025-03-23 14:26:22,In Progress
CF-14556,"Drainage cover missing, accident risk at night",Waste-Water/Sewage,High,2025-12-14 21:42:31,In Progress
CF-14557,Want to know about green energy options,Electricity,Low,2025-06-29 05:56:15,Resolved
CF-14558,Need information about online payment options on MG Road,Electricity,Low,2025-04-29 19:52:01,Resolved
CF-14559,"Groundwater contamination suspected, testing needed - Need help ASAP",Water Supply,High,2024-12-11 18:55:17,Pending
CF-14560,Street light not working in our lane,Electricity,Low,2025-10-18 12:31:21,Pending
CF-14561,"Waste water contaminating nearby lake, fish dying",Waste-Water/Sewage,High,2025-09-23 18:36:26,In Progress
CF-14562,"No electricity affecting entire block, frequent outages in Old City near City Hospital",Electricity,High,2025-09-17 03:51:06,Resolved
CF-14563,Want to know water quality test results in VIP Area,Water Supply,Low,2024-07-13 22:47:46,Closed
CF-14564,Want to know about water conservation schemes in Old City,Water Supply,Low,2025-08-11 02:39:16,Pending
CF-14565,Need help with water meter reading correction in Gandhi Nagar,Water Supply,Low,2025-06-27 11:04:38,Pending
CF-14566,Request for additional garbage bins in area,Waste-Water/Sewage,Low,2024-02-08 07:32:35,In Progress
CF-14567,Request for awareness program on waste management,Waste-Water/Sewage,Low,2025-07-26 16:16:11,Resolved
CF-14568,Want to change from prepaid to postpaid meter in VIP Area,Electricity,Low,2025-01-28 13:15:22,Resolved
CF-14569,Request to shift meter to new location in Commercial Complex,Electricity,Low,2025-03-20 23:56:12,In Progress
CF-14570,Request for flushing system repair in public toilet in VIP Area,Water Supply,Low,2025-01-14 07:04:16,Resolved
CF-14571,"Sewage treatment plant malfunction, raw sewage discharge near Market Square",Waste-Water/Sewage,High,2024-11-21 23:44:56,In Progress
CF-14572,Electricity bill dispute for vacant property near Shopping Mall,Electricity,Low,2025-10-27 05:11:09,Pending
CF-14573,Need information about water testing laboratory,Water Supply,Low,2025-04-24 10:12:47,Resolved
CF-14574,Request for waste collection schedule change near Central Park,Waste-Water/Sewage,Low,2024-06-19 05:41:39,Resolved
CF-14575,"No water in maternity ward, new mothers suffering in VIP Area",Water Supply,High,2025-11-14 01:23:16,Resolved
CF-14576,Need duplicate copy of electricity bill near Railway Station,Electricity,Low,2024-01-25 19:34:29,Resolved
CF-14577,Garbage fire spreading toxic fumes across neighborhood - Very serious issue in Gandhi Nagar,Waste-Water/Sewage,High,2024-04-10 16:56:13,Pending
CF-14578,Request for more sanitation workers near Market Square,Waste-Water/Sewage,Low,2025-12-18 08:57:30,In Progress
CF-14579,"Sewage line damaged by tree roots, repeated blockages - Facing lot of problems in Commercial Complex",Waste-Water/Sewage,High,2025-12-07 00:24:40,Pending
CF-14580,Electricity bill not received this month,Electricity,Low,2025-01-07 02:12:51,Pending
CF-14581,Request for borewell permission in Industrial Area,Water Supply,Low,2025-05-17 00:51:29,Pending
CF-14582,"No electricity affecting entire block, complete power outage in Gandhi Nagar - Please resolve urgently",Electricity,High,2024-04-14 10:51:44,Closed
CF-14583,"No electricity since yesterday, frequent outages in Gandhi Nagar - This is urgent",Electricity,High,2024-12-21 22:20:35,Resolved
CF-14584,Need information about waste segregation rules,Waste-Water/Sewage,Low,2024-09-07 05:55:59,Closed
CF-14585,Blocked drainage causing malaria outbreak - Please resolve urgently,Waste-Water/Sewage,High,2025-03-16 09:07:18,Pending
CF-14586,"No electricity throughout neighborhood, transformer not working on MG Road - This is urgent",Electricity,High,2025-02-05 08:27:29,In Progress
CF-14587,Want to report illegal dumping spot near City Hospital,Waste-Water/Sewage,Low,2024-05-15 14:58:26,In Progress
CF-14588,Pipeline rupture causing traffic chaos on highway - Need help ASAP in Industrial Area,Water Supply,High,2024-10-05 16:12:30,Resolved
CF-14589,Water connection transfer due to property sale near Market Square,Water Supply,Low,2024-02-22 10:57:22,Pending
CF-14590,"No electricity across the ward, no electricity supply in Old City",Electricity,High,2025-01-12 13:32:17,Pending
CF-14591,Water bill not received this month in Sector 12,Water Supply,Low,2024-06-29 06:20:48,Resolved
CF-14592,"No electricity since yesterday, voltage drops to zero in Sector 12",Electricity,High,2025-03-30 00:46:35,Pending
CF-14593,Need help understanding tariff rates in Old City,Electricity,Low,2024-02-23 02:53:10,Pending
CF-14594,Need information about water connection fees in VIP Area,Water Supply,Low,2025-09-18 21:11:43,Closed
CF-14595,"Major leak in underground water main, sinkhole risk - This is urgent",Water Supply,High,2024-10-17 22:47:17,Pending
CF-14596,Need separate collection for paper waste near Bus Stand,Waste-Water/Sewage,Low,2024-01-26 03:12:37,In Progress
CF-14597,Garbage fire spreading toxic fumes across neighborhood - This is urgent near Railway Station,Waste-Water/Sewage,High,2025-05-12 21:36:18,Pending
CF-14598,"Sewage overflow near food market, contamination risk - Immediate action needed near School Zone",Waste-Water/Sewage,High,2024-06-27 18:58:05,Resolved
CF-14599,Want to know about textile recycling on MG Road,Waste-Water/Sewage,Low,2024-02-25 19:24:26,Closed
CF-14600,Want to register complaint about water wastage,Water Supply,Low,2025-07-20 02:14:59,In Progress
CF-14601,"Meter display not visible, need replacement",Electricity,Low,2024-08-20 11:23:22,Pending
CF-14602,Sewage line collapse creating large sinkhole,Waste-Water/Sewage,High,2024-04-11 04:05:21,Pending
CF-14603,"Sewage backup in old age home, residents evacuated in Gandhi Nagar",Waste-Water/Sewage,High,2024-06-20 13:06:29,Pending
CF-14604,Electricity connection transfer due to house sale in Industrial Area,Electricity,Low,2024-08-14 02:20:54,Closed
CF-14605,Electricity bill payment not reflecting,Electricity,Low,2025-06-16 17:04:57,In Progress
CF-14606,Request for temporary power connection in Old City,Electricity,Low,2024-08-30 03:16:49,Resolved
CF-14607,Want to change from prepaid to postpaid meter,Electricity,Low,2024-03-02 01:42:44,Resolved
CF-14608,"Sewage line broken, foul smell unbearable - This is urgent",Waste-Water/Sewage,High,2024-05-13 00:11:07,Resolved
CF-14609,"No electricity without notice, low voltage problem in Old City - Facing lot of problems",Electricity,High,2024-06-06 22:31:50,Pending
CF-14610,Blocked drainage causing water logging in houses on MG Road,Waste-Water/Sewage,High,2024-03-12 12:30:32,Pending
CF-14611,Request for temporary power connection in VIP Area,Electricity,Low,2024-07-15 07:06:49,Resolved
CF-14612,Light flickering occasionally in street lamp in Commercial Complex,Electricity,Low,2024-03-01 03:33:57,Closed
CF-14613,"No electricity throughout neighborhood, power fluctuations damaging appliances near Shopping Mall - Need help ASAP",Electricity,High,2024-03-03 00:50:01,Resolved
CF-14614,"No electricity throughout neighborhood, unscheduled power cuts near Shopping Mall near Central Park",Electricity,High,2025-06-02 17:18:42,In Progress
CF-14615,No water for school midday meal program near Bus Stand,Water Supply,High,2024-04-14 07:49:19,Resolved
CF-14616,Need to apply for new water connection,Water Supply,Low,2024-09-25 21:47:38,Resolved
CF-14617,Request for flushing system repair in public toilet,Water Supply,Low,2024-04-19 20:42:07,Resolved
CF-14618,Light flickering occasionally in street lamp in Industrial Area,Electricity,Low,2024-03-31 14:07:00,Pending
CF-14619,Want to install rooftop solar panels,Electricity,Low,2025-11-17 14:38:42,Closed
CF-14620,"Garbage burning causing air pollution, breathing issues - Need help ASAP near Railway Station",Waste-Water/Sewage,High,2024-05-22 11:51:38,Pending
CF-14621,"No electricity in our locality, intermittent electricity near Railway Station - Request immediate visit",Electricity,High,2024-10-17 01:01:32,Pending
CF-14622,Request for smart meter installation near Market Square,Electricity,Low,2025-01-04 21:00:49,Closed
CF-14623,Need information about demand response program,Electricity,Low,2024-12-29 07:48:36,Resolved
CF-14624,"No electricity without notice, prolonged load shedding near Central Park in VIP Area",Electricity,High,2024-11-09 22:44:08,In Progress
CF-14625,Need information about water quality parameters near Bus Stand,Water Supply,Low,2024-06-10 07:19:10,In Progress
CF-14626,No water for school midday meal program - Please resolve urgently near Central Park,Water Supply,High,2025-09-11 16:00:09,Resolved
CF-14627,"No electricity throughout neighborhood, erratic power supply on MG Road",Electricity,High,2025-11-08 16:26:08,Pending
CF-14628,Query about rainwater harvesting scheme,Water Supply,Low,2025-09-20 17:29:00,Pending
CF-14629,"No electricity throughout neighborhood, low voltage problem in Gandhi Nagar - Hope for quick resolution in Industrial Area",Electricity,High,2025-01-14 12:08:06,In Progress
CF-14630,Need information about water testing laboratory near Bus Stand,Water Supply,Low,2025-01-27 17:21:19,In Progress
CF-14631,Need information about waste reduction tips near City Hospital,Waste-Water/Sewage,Low,2025-01-13 12:07:18,Resolved
CF-14632,Need information about demand response program in VIP Area,Electricity,Low,2024-04-17 17:06:01,Resolved
CF-14633,Water main break flooding basement apartments,Water Supply,High,2024-04-15 06:07:28,In Progress
CF-14634,Minor leakage in common area pipeline near Shopping Mall,Water Supply,Low,2024-01-14 09:07:23,Resolved
CF-14635,"No water in maternity ward, new mothers suffering in Gandhi Nagar",Water Supply,High,2024-01-16 06:05:54,Pending
CF-14636,"Meter display not visible, need replacement",Electricity,Low,2025-10-08 09:21:56,Resolved
CF-14637,Query about water usage limits in Sector 12,Water Supply,Low,2025-01-07 03:54:25,Pending
CF-14638,"No electricity in residential area, frequent outages in Gandhi Nagar in Industrial Area",Electricity,High,2025-11-23 11:32:58,Pending
CF-14639,"No electricity throughout neighborhood, frequent outages in Residential Colony - Hope for quick resolution",Electricity,High,2025-07-12 03:50:09,In Progress
CF-14640,"Sewage line damaged by tree roots, repeated blockages - Facing lot of problems",Waste-Water/Sewage,High,2024-03-22 16:05:19,Resolved
CF-14641,Garden water connection needs activation,Water Supply,Low,2025-10-23 11:27:00,Closed
CF-14642,Water connection for construction site near Bus Stand,Water Supply,Low,2025-01-17 11:31:42,Resolved
CF-14643,Want to know about textile recycling,Waste-Water/Sewage,Low,2025-02-16 23:31:30,Resolved
CF-14644,Want to apply for agricultural water connection in VIP Area,Water Supply,Low,2024-03-27 16:35:25,Resolved
CF-14645,"No electricity for past 8 hours, intermittent electricity in Residential Colony - Hope for quick resolution near School Zone",Electricity,High,2024-10-23 21:25:25,In Progress
CF-14646,"Drinking water has foul smell, people getting sick - Facing lot of problems",Water Supply,High,2025-07-04 06:08:05,Pending
CF-14647,"Water tank cracked, debris falling into supply - Facing lot of problems in VIP Area",Water Supply,High,2024-08-06 18:35:35,Pending
CF-14648,Clogged sewer line causing toilet overflow in hospital - Please resolve urgently in VIP Area,Waste-Water/Sewage,High,2024-12-08 04:45:12,Pending
CF-14649,Garbage collection time needs to be earlier,Waste-Water/Sewage,Low,2025-10-10 04:38:01,Resolved
CF-14650,"Water supply interrupted during heat wave, dehydration risk",Water Supply,High,2025-07-06 00:04:19,Pending
CF-14651,"No electricity in our locality, no supply despite payment in Gandhi Nagar - Hope for quick resolution",Electricity,High,2024-08-09 01:56:18,In Progress
CF-14652,"No electricity affecting entire block, no power backup available near Shopping Mall in Old City",Electricity,High,2025-03-16 07:12:41,Resolved
CF-14653,Request for water connection for community center near Railway Station,Water Supply,Low,2024-07-25 23:35:44,Pending
CF-14654,Need information about demand response program,Electricity,Low,2025-12-26 05:52:53,Pending
CF-14655,"No electricity affecting entire block, frequent outages in Gandhi Nagar - Please resolve urgently in Gandhi Nagar",Electricity,High,2025-03-16 14:47:23,Pending
CF-14656,Need help understanding tariff rates in Sector 12,Electricity,Low,2025-07-05 17:09:28,Resolved
CF-14657,Garbage bin placement causing traffic issue in Old City,Waste-Water/Sewage,Low,2024-02-08 02:38:24,Pending
CF-14658,Request for temporary power connection on MG Road,Electricity,Low,2024-10-29 04:20:45,In Progress
CF-14659,"No electricity throughout neighborhood, meter not responding in Sector 12 - Request immediate visit near City Hospital",Electricity,High,2025-09-28 03:39:13,Resolved
CF-14660,Garden water connection needs activation near Railway Station,Water Supply,Low,2024-10-28 17:40:26,Resolved
CF-14661,"No water for dialysis center, patients at risk on MG Road",Water Supply,High,2024-03-25 23:25:51,Pending
CF-14662,Request for more frequent street sweeping in Industrial Area,Waste-Water/Sewage,Low,2024-10-18 22:09:54,In Progress
CF-14663,"Garbage bin lid broken, needs replacement near School Zone",Waste-Water/Sewage,Low,2025-02-22 15:28:24,In Progress
CF-14664,Need information about online payment options in Industrial Area,Electricity,Low,2025-01-08 08:38:30,In Progress
CF-14665,"Water meter not working, need replacement",Water Supply,Low,2024-02-18 14:36:44,Pending
CF-14666,"Garbage burning causing air pollution, breathing issues - Immediate action needed",Waste-Water/Sewage,High,2024-07-05 20:41:47,Pending
CF-14667,"Sewage line damaged by tree roots, repeated blockages - Need help ASAP",Waste-Water/Sewage,High,2025-04-23 11:45:26,In Progress
CF-14668,"No electricity without notice, voltage drops to zero on MG Road - Need help ASAP",Electricity,High,2025-02-21 18:03:43,In Progress
CF-14669,Need duplicate copy of electricity bill,Electricity,Low,2024-02-12 16:58:47,Resolved
CF-14670,Broken water main washing away road foundation - Request immediate visit,Water Supply,High,2025-11-30 22:00:26,Resolved
CF-14671,Water supply completely stopped since week - Request immediate visit,Water Supply,High,2024-04-17 19:07:14,Resolved
CF-14672,"Garbage burning causing air pollution, breathing issues",Waste-Water/Sewage,High,2025-10-24 05:04:28,In Progress
CF-14673,"No electricity without notice, inconsistent voltage near Shopping Mall - Need help ASAP near Bus Stand",Electricity,High,2024-12-22 16:01:40,In Progress
CF-14674,Street cleaning frequency should increase,Waste-Water/Sewage,Low,2025-10-24 14:48:48,In Progress
CF-14675,"No electricity without notice, no electricity supply near City Hospital - Very serious issue in Commercial Complex",Electricity,High,2024-07-26 14:41:56,In Progress
CF-14676,Need information about waste reduction tips,Waste-Water/Sewage,Low,2025-11-02 17:45:16,Closed
CF-14677,Query about rainwater harvesting scheme,Water Supply,Low,2024-01-05 23:20:21,Closed
CF-14678,Water contamination from chemical factory runoff - Immediate action needed near Central Park,Water Supply,High,2025-08-06 13:19:28,Pending
CF-14679,Need information about waste segregation rules near Shopping Mall,Waste-Water/Sewage,Low,2024-01-15 17:04:04,Resolved
CF-14680,Need help with bulk item disposal,Waste-Water/Sewage,Low,2024-12-04 23:20:33,Closed
CF-14681,"No electricity without notice, frequent outages in Gandhi Nagar - Need help ASAP",Electricity,High,2024-12-15 15:27:10,Pending
CF-14682,Request for water tanker during maintenance in Industrial Area,Water Supply,Low,2025-02-07 14:43:30,Pending
CF-14683,"Power fluctuation issue, appliances getting affected on MG Road",Electricity,Low,2024-09-30 23:36:59,Resolved
CF-14684,"No electricity in our locality, frequent outages in Residential Colony - Immediate action needed",Electricity,High,2025-01-25 16:15:59,In Progress
CF-14685,Need separate collection for paper waste near Bus Stand,Waste-Water/Sewage,Low,2025-06-02 11:56:38,Resolved
CF-14686,Want to know water quality test results near Bus Stand,Water Supply,Low,2025-10-03 12:48:26,Resolved
CF-14687,Sewage overflow contaminating vegetable market - Please resolve urgently,Waste-Water/Sewage,High,2025-06-27 08:31:44,Pending
CF-14688,Request for battery recycling drop box,Waste-Water/Sewage,Low,2024-04-04 14:19:48,In Progress
CF-14689,"No electricity without notice, prolonged load shedding on MG Road - Hope for quick resolution near Bus Stand",Electricity,High,2025-12-19 07:57:02,Pending
CF-14690,Query about peak hour charges in Residential Colony,Electricity,Low,2025-12-16 07:44:06,In Progress
CF-14691,Want to organize neighborhood cleanup drive,Waste-Water/Sewage,Low,2025-09-07 19:50:15,Resolved
CF-14692,Need help with water meter reading correction near School Zone,Water Supply,Low,2024-09-13 13:52:10,Resolved
CF-14693,Request for water supply schedule change in Gandhi Nagar,Water Supply,Low,2025-09-25 14:57:28,Resolved
CF-14694,Garbage truck accident spilling waste on highway on MG Road,Waste-Water/Sewage,High,2025-09-06 12:49:35,In Progress
CF-14695,Request for more sanitation workers on MG Road,Waste-Water/Sewage,Low,2024-07-22 19:53:43,Closed
CF-14696,"No electricity affecting entire block, no power backup available near Railway Station",Electricity,High,2024-12-17 12:28:57,Closed
CF-14697,Request for new electricity connection near School Zone,Electricity,Low,2024-12-07 17:41:54,Resolved
CF-14698,Request for battery recycling drop box near Shopping Mall,Waste-Water/Sewage,Low,2025-08-24 18:31:39,Resolved
CF-14699,Electricity connection for agricultural pump,Electricity,Low,2025-12-29 05:07:23,In Progress
CF-14700,Garbage sorting guidelines needed near School Zone,Waste-Water/Sewage,Low,2024-05-31 04:42:15,Resolved
CF-14701,"Water pipeline passing through sewage line, cross contamination near School Zone",Water Supply,High,2024-03-21 08:28:53,Resolved
CF-14702,Want to avail subsidy for electricity bill,Electricity,Low,2025-10-04 00:51:01,Pending
CF-14703,Request to shift meter to new location,Electricity,Low,2025-08-08 14:26:02,Closed
CF-14704,Burst water pipe damaging historical monument foundation,Water Supply,High,2024-11-21 15:22:10,Pending
CF-14705,Water connection for construction site on MG Road,Water Supply,Low,2024-10-18 21:20:52,Pending
CF-14706,Request to change name on water bill near Central Park,Water Supply,Low,2025-08-31 11:00:18,Closed
CF-14707,"Sewage line broken, foul smell unbearable",Waste-Water/Sewage,High,2024-03-07 15:51:05,In Progress
CF-14708,"Garbage bin lid broken, needs replacement",Waste-Water/Sewage,Low,2025-11-21 14:11:18,Resolved
CF-14709,"Water supply cut without notice, elderly stranded - Need help ASAP in Commercial Complex",Water Supply,High,2024-06-01 08:05:09,Pending
CF-14710,Water supply timing needs adjustment,Water Supply,Low,2025-07-22 06:42:22,Resolved
CF-14711,"No electricity for past 8 hours, no electricity supply near Railway Station",Electricity,High,2025-10-23 09:27:01,Resolved
CF-14712,Need information about waste reduction tips,Waste-Water/Sewage,Low,2025-03-17 15:54:12,Pending
CF-14713,Need clarification on bulk waste charges in Old City,Waste-Water/Sewage,Low,2025-10-22 10:32:43,Resolved
CF-14714,Want to apply for agricultural water connection in VIP Area,Water Supply,Low,2024-09-16 19:06:03,Resolved
CF-14715,"No electricity since yesterday, low voltage problem in Residential Colony - This is urgent in VIP Area",Electricity,High,2024-07-04 02:45:00,Closed
CF-14716,"Sewage backup in old age home, residents evacuated - Facing lot of problems",Waste-Water/Sewage,High,2024-02-11 09:06:46,Resolved
CF-14717,"No electricity in our locality, high voltage spikes on MG Road near School Zone",Electricity,High,2025-11-22 20:53:07,In Progress
CF-14718,Electricity connection for agricultural pump in Old City,Electricity,Low,2024-08-21 22:58:54,Pending
CF-14719,Electricity bill not received this month in Commercial Complex,Electricity,Low,2025-07-04 22:09:07,Resolved
CF-14720,"No electricity without notice, high voltage spikes in Sector 12 - Very serious issue in Residential Colony",Electricity,High,2025-03-13 13:49:02,In Progress
CF-14721,Want to know about green energy options,Electricity,Low,2025-12-21 01:13:30,In Progress
CF-14722,Need help understanding tariff rates,Electricity,Low,2024-02-06 22:33:23,Pending
CF-14723,Want to report overflowing public bin,Waste-Water/Sewage,Low,2025-11-07 17:19:55,Pending
CF-14724,"No electricity for past 8 hours, erratic power supply in Sector 12 near Central Park",Electricity,High,2024-08-01 13:32:18,In Progress
CF-14725,"No electricity throughout neighborhood, intermittent electricity near Central Park",Electricity,High,2025-11-30 10:48:18,In Progress
CF-14726,Bulk waste disposal request for house renovation,Waste-Water/Sewage,Low,2024-08-01 21:52:59,Closed
CF-14727,Need help with electricity subsidy renewal in Commercial Complex,Electricity,Low,2025-02-19 10:21:19,Resolved
CF-14728,"Tap leaking continuously, wasting water",Water Supply,Low,2024-04-13 06:39:52,Pending
CF-14729,Need to update name on electricity bill near Central Park,Electricity,Low,2025-11-28 18:16:20,Pending
CF-14730,Electricity connection for EV charging station,Electricity,Low,2024-07-02 18:54:38,In Progress
CF-14731,"Garbage burning causing air pollution, breathing issues - Hope for quick resolution near Bus Stand",Waste-Water/Sewage,High,2024-12-29 02:08:05,Resolved
CF-14732,Water connection for construction site in Industrial Area,Water Supply,Low,2025-02-04 16:28:57,Closed
CF-14733,Electricity meter testing request near Market Square,Electricity,Low,2025-07-18 04:59:00,Pending
CF-14734,Electricity bill dispute for vacant property in Commercial Complex,Electricity,Low,2024-04-24 15:45:10,Resolved
CF-14735,Water connection transfer due to property sale near City Hospital,Water Supply,Low,2024-12-24 03:46:59,Closed
CF-14736,"No electricity affecting entire block, prolonged load shedding near Railway Station - Hope for quick resolution in Gandhi Nagar",Electricity,High,2025-10-18 05:22:18,Closed
CF-14737,"No electricity across the ward, no supply despite payment in Sector 12 on MG Road",Electricity,High,2024-05-18 12:00:09,Pending
CF-14738,"No electricity for past 8 hours, complete power outage in Industrial Area near Shopping Mall",Electricity,High,2024-08-31 20:38:37,Pending
CF-14739,Sewage overflow contaminating vegetable market - Hope for quick resolution,Waste-Water/Sewage,High,2024-12-27 06:05:09,Pending
CF-14740,"No electricity in residential area, emergency shutdown near Central Park near School Zone",Electricity,High,2024-05-08 18:25:38,Pending
CF-14741,"Sewage water stagnating, mosquito breeding ground - Please resolve urgently in VIP Area",Waste-Water/Sewage,High,2025-03-18 22:24:53,Pending
CF-14742,Water connection transfer after inheritance,Water Supply,Low,2024-09-29 21:15:38,In Progress
CF-14743,"No electricity affecting entire block, unscheduled power cuts on MG Road - Hope for quick resolution",Electricity,High,2024-10-31 11:45:45,Pending
CF-14744,Water contamination from chemical factory runoff in Gandhi Nagar,Water Supply,High,2025-06-21 21:46:47,Resolved
CF-14745,Sewage contamination in playground area - Please resolve urgently in Sector 12,Waste-Water/Sewage,High,2024-10-09 18:31:25,Pending
CF-14746,Need information about furniture disposal,Waste-Water/Sewage,Low,2025-05-05 15:31:42,In Progress
CF-14747,"Garbage burning causing air pollution, breathing issues",Waste-Water/Sewage,High,2025-10-09 23:27:48,Pending
CF-14748,Request for water connection for small business in Commercial Complex,Water Supply,Low,2025-07-18 18:19:31,Closed
CF-14749,"Power fluctuation issue, appliances getting affected in Old City",Electricity,Low,2025-10-17 06:48:42,Resolved
CF-14750,Need information about waste reduction tips near Shopping Mall,Waste-Water/Sewage,Low,2025-10-30 13:50:10,Closed
CF-14751,Request for more sanitation workers in Old City,Waste-Water/Sewage,Low,2025-01-04 11:58:06,Closed
CF-14752,Want to report illegal dumping spot,Waste-Water/Sewage,Low,2024-11-20 18:47:22,In Progress
CF-14753,Water filter installation request for community near Central Park,Water Supply,Low,2025-05-28 03:56:03,Closed
CF-14754,E-waste collection drive needed in area,Waste-Water/Sewage,Low,2025-05-03 02:29:21,Closed
CF-14755,Burst water pipe damaging historical monument foundation,Water Supply,High,2025-06-22 19:36:38,Pending
CF-14756,Want to know about textile recycling on MG Road,Waste-Water/Sewage,Low,2025-05-25 11:35:29,Resolved
CF-14757,Minor leakage in common area pipeline,Water Supply,Low,2025-10-11 11:05:38,Resolved
CF-14758,Request for water supply schedule change near Railway Station,Water Supply,Low,2024-04-07 14:24:38,Pending
CF-14759,"Waste water contaminating nearby lake, fish dying in Sector 12",Waste-Water/Sewage,High,2024-01-08 16:34:03,In Progress
CF-14760,"No electricity throughout neighborhood, intermittent electricity near City Hospital near Central Park",Electricity,High,2025-09-22 04:50:55,Pending
CF-14761,Need information about water tariff rates,Water Supply,Low,2025-03-14 08:05:17,In Progress
CF-14762,Need help with bulk item disposal,Waste-Water/Sewage,Low,2025-10-14 09:20:54,Pending
CF-14763,Need duplicate copy of electricity bill near Central Park,Electricity,Low,2025-08-11 16:14:38,Resolved
CF-14764,Electricity connection transfer due to house sale,Electricity,Low,2025-04-17 22:15:47,In Progress
CF-14765,Want to register complaint about water wastage near Shopping Mall,Water Supply,Low,2024-01-07 19:02:40,In Progress
CF-14766,"Water supply cut without notice, elderly stranded in Gandhi Nagar",Water Supply,High,2025-09-08 14:14:49,Closed
CF-14767,Request for water supply schedule change,Water Supply,Low,2025-01-06 04:32:19,Resolved
CF-14768,Water supply line damaged by construction work near School Zone,Water Supply,High,2025-12-08 00:52:35,Pending
CF-14769,Need information about waste to energy program near Bus Stand,Waste-Water/Sewage,Low,2024-09-11 06:51:19,Closed
CF-14770,"No electricity throughout neighborhood, low voltage problem near City Hospital - This is urgent in VIP Area",Electricity,High,2024-12-05 06:17:36,Pending
CF-14771,"Water pipeline passing through sewage line, cross contamination - This is urgent in Residential Colony",Water Supply,High,2024-04-08 08:40:34,Pending
CF-14772,Need duplicate copy of electricity bill in Industrial Area,Electricity,Low,2025-12-20 06:18:49,Closed
CF-14773,Want to install water meter for individual flat near Shopping Mall,Water Supply,Low,2024-08-30 21:59:52,In Progress
CF-14774,"Garbage pile attracting stray animals, rabies risk in VIP Area",Waste-Water/Sewage,High,2025-09-03 07:49:20,Resolved
CF-14775,Water connection for construction site,Water Supply,Low,2024-07-02 07:56:23,Resolved
CF-14776,Waste water from chemical lab entering municipal drain,Waste-Water/Sewage,High,2025-07-01 11:17:53,In Progress
CF-14777,Request for underground cabling in area in Commercial Complex,Electricity,Low,2025-10-06 13:35:24,Pending
CF-14778,Need clarification on bulk waste charges,Waste-Water/Sewage,Low,2025-08-18 02:41:05,Closed
CF-14779,"Water supply truck overturning, no alternative arrangement - Facing lot of problems",Water Supply,High,2025-12-10 00:11:51,In Progress
CF-14780,Want to register complaint about water wastage,Water Supply,Low,2024-04-10 08:10:29,Resolved
CF-14781,Street light not working in our lane near City Hospital,Electricity,Low,2024-05-06 06:24:32,In Progress
CF-14782,Water pressure fluctuates throughout day,Water Supply,Low,2024-02-05 08:55:59,Resolved
CF-14783,Construction debris removal needed in Residential Colony,Waste-Water/Sewage,Low,2025-11-11 13:41:55,Closed
CF-14784,"Water is muddy and brown, health hazard - Request immediate visit near Shopping Mall",Water Supply,High,2024-03-04 06:56:23,Pending
CF-14785,"Sewage backup in basement apartments, health emergency near Central Park",Waste-Water/Sewage,High,2024-12-27 23:32:11,In Progress
CF-14786,"Tap leaking continuously, wasting water",Water Supply,Low,2024-01-07 03:41:22,Pending
CF-14787,"Garbage not collected for 2 weeks, health risk near Market Square",Waste-Water/Sewage,High,2025-10-18 09:34:58,Pending
CF-14788,Want to install rooftop solar panels in VIP Area,Electricity,Low,2024-10-31 15:42:42,Pending
CF-14789,Need to apply for new water connection,Water Supply,Low,2024-06-28 05:25:41,Pending
CF-14790,Sewage contamination in playground area,Waste-Water/Sewage,High,2024-11-09 23:06:44,Resolved
CF-14791,"No electricity since yesterday, transformer not working near Central Park",Electricity,High,2024-01-10 07:33:25,Resolved
CF-14792,"Meter display not visible, need replacement near Railway Station",Electricity,Low,2024-04-24 10:26:26,Pending
CF-14793,Want to report overflowing public bin near School Zone,Waste-Water/Sewage,Low,2024-12-14 22:19:42,Resolved
