CF-111583,Sewage leak,Waste-Water/Sewage,High,2024-01-08 19:00:08,Pending
CF-111584,Garbage collection,Waste-Water/Sewage,Low,2025-05-21 02:02:54,Pending
CF-111585,More bins,Waste-Water/Sewage,Low,2025-07-07 22:31:05,Resolved
CF-111586,"Minor leakage, last week",Water Supply,Low,2025-12-23 07:19:36,Closed
CF-111587,Billing query,Water Supply,Low,2024-06-14 03:23:32,Resolved
CF-111588,"Cleanliness emergency, in slum area",Waste-Water/Sewage,High,2025-10-21 23:12:30,In Progress
CF-111589,"Minor leakage, in industrial zone",Water Supply,Low,2025-01-11 09:17:47,Pending
CF-111590,"Supply schedule, this morning",Water Supply,Low,2024-01-21 18:51:07,In Progress
CF-111591,"Payment not reflected, near bus stand",Electricity,Low,2024-05-19 06:56:54,Closed
CF-111592,"Complete failure, since yesterday, life threatening",Electricity,High,2024-02-17 21:50:28,Pending
CF-111593,"Leaking main, past month",Water Supply,High,2024-04-05 02:17:20,Pending
CF-111594,"Frequent failures, multiple times",Electricity,High,2024-05-30 17:51:38,In Progress
CF-111595,"Garbage not collected, this morning",Waste-Water/Sewage,High,2025-12-14 19:44:51,In Progress
CF-111596,Subsidy needed,Electricity,Low,2024-09-20 22:52:07,Resolved
CF-111597,"Contaminated well, near park",Water Supply,High,2025-09-29 20:09:57,Closed
CF-111598,"Sewage leak, near bus stand",Waste-Water/Sewage,High,2025-10-11 13:51:15,Pending
CF-111599,Power fluctuation,Electricity,Low,2025-06-08 12:02:03,Closed
CF-111600,"New connection, in industrial zone",Water Supply,Low,2024-08-01 04:12:38,Resolved
CF-111601,Supply query,Water Supply,Low,2024-03-12 12:32:03,Pending
CF-111602,"Name change, ongoing issue",Water Supply,Low,2024-03-09 20:13:53,Pending
CF-111603,"Rodent infestation, in market area",Waste-Water/Sewage,High,2025-03-13 05:57:35,In Progress
CF-111604,Momentary outage,Electricity,Low,2024-01-31 02:02:48,In Progress
CF-111605,Supply query,Water Supply,Low,2024-12-03 14:00:52,Pending
CF-111606,Tariff inquiry,Water Supply,Low,2025-08-10 06:57:46,Closed
CF-111607,Dirty water,Water Supply,High,2025-04-09 04:38:53,Resolved
CF-111608,"Supply delay, repeated failure",Water Supply,Low,2025-10-16 08:04:20,Closed
CF-111609,"Bill amount, every day",Electricity,Low,2025-10-27 18:52:47,Resolved
CF-111610,Hour-long outage,Electricity,High,2024-01-10 16:08:44,Pending
CF-111611,"Collection timing, near park",Waste-Water/Sewage,Low,2025-06-22 10:19:04,In Progress
CF-111612,"No water pump, in slum area",Water Supply,High,2024-08-22 12:03:10,Pending
CF-111613,Payment not reflected,Electricity,Low,2024-07-13 20:52:01,In Progress
CF-111614,"Chemical smell, near railway station",Water Supply,High,2025-10-01 14:40:02,Pending
CF-111615,"Separate bins, ongoing issue",Waste-Water/Sewage,Low,2025-05-28 20:20:33,Resolved
CF-111616,"Pressure problem, last week",Water Supply,Low,2024-10-11 05:55:43,Closed
CF-111617,Deposit refund,Water Supply,Low,2025-05-08 01:12:36,Pending
CF-111618,"Choked drain, repeated failure",Waste-Water/Sewage,High,2025-02-24 08:54:20,In Progress
CF-111619,Disease causing,Water Supply,High,2024-10-12 05:57:17,Closed
CF-111620,Drainage maintenance,Waste-Water/Sewage,Low,2024-05-26 22:08:36,Pending
CF-111621,"Tanker needed, last week",Water Supply,High,2025-08-16 15:41:29,In Progress
CF-111622,"Bad smell, for past 3 days",Waste-Water/Sewage,High,2025-09-12 17:23:19,Resolved
CF-111623,Collection timing,Waste-Water/Sewage,Low,2024-02-20 02:57:08,In Progress
CF-111624,"Bill correction, in our locality",Water Supply,Low,2025-01-28 07:56:36,Pending
CF-111625,Garbage piling,Waste-Water/Sewage,High,2024-11-13 02:49:42,Resolved
CF-111626,"Load enhancement, frequent occurrence",Electricity,Low,2025-05-04 18:20:48,Pending
CF-111627,"Recycling bin, for several days",Waste-Water/Sewage,Low,2024-09-19 04:29:58,Pending
CF-111628,"Billing query, recurring issue",Water Supply,Low,2024-07-24 23:24:10,Resolved
CF-111629,"Meter reading, for past 3 days",Water Supply,Low,2024-03-27 02:55:28,Pending
CF-111630,Billing clarification,Electricity,Low,2025-01-21 11:06:08,Closed
CF-111631,Power fluctuation,Electricity,Low,2025-03-11 04:16:05,Resolved
CF-111632,"Brown water, last night",Water Supply,High,2024-06-28 12:49:00,Closed
CF-111633,"Flickering lights, every day",Electricity,Low,2025-11-15 11:18:44,Resolved
CF-111634,Pole down,Electricity,High,2024-11-13 00:36:56,Resolved
CF-111635,Live wire,Electricity,High,2025-06-26 10:41:33,Pending
CF-111636,"Payment mode, recurring issue",Electricity,Low,2025-10-03 08:09:44,Pending
CF-111637,"Electrical danger, near bus stand",Electricity,High,2025-08-15 15:53:28,In Progress
CF-111638,"Complete failure, repeated failure",Electricity,High,2025-09-02 03:01:49,Resolved
CF-111639,"Meter testing, since yesterday",Electricity,Low,2025-03-11 18:43:29,Resolved
CF-111640,"Drain cleaning, past month",Waste-Water/Sewage,Low,2025-09-30 03:43:35,Resolved
CF-111641,Awareness needed,Waste-Water/Sewage,Low,2025-05-27 10:29:58,Resolved
CF-111642,"Composting, near park",Waste-Water/Sewage,Low,2024-03-07 20:21:13,Resolved
CF-111643,"Online payment, in our locality",Electricity,Low,2025-05-27 23:37:02,In Progress
CF-111644,"Garbage not collected, near hospital",Waste-Water/Sewage,High,2025-12-16 21:07:39,In Progress
CF-111645,Water bill,Water Supply,Low,2024-09-07 09:04:36,In Progress
CF-111646,Pole down,Electricity,High,2025-11-06 19:52:38,Resolved
CF-111647,"Minor leakage, in residential area",Water Supply,Low,2024-05-14 02:58:39,In Progress
CF-111648,"Power outage, for several days, whole neighborhood, hazardous condition",Electricity,High,2025-03-12 13:06:29,Resolved
CF-111649,Cleaning request,Waste-Water/Sewage,Low,2024-12-25 15:36:41,Closed
CF-111650,"Momentary outage, in industrial zone",Electricity,Low,2024-09-13 04:06:00,Pending
CF-111651,Garbage collection,Waste-Water/Sewage,Low,2024-01-19 08:45:14,Resolved
CF-111652,"Sewage leak, last week",Waste-Water/Sewage,High,2024-02-23 19:34:57,Pending
CF-111653,"Tank cleaning, ongoing issue",Water Supply,Low,2025-10-19 00:24:04,Pending
CF-111654,"Bill correction, ongoing issue",Water Supply,Low,2024-03-12 16:06:57,Closed
CF-111655,"Duplicate bill, near temple",Electricity,Low,2025-12-29 21:41:39,Closed
CF-111656,"Street cleaning, repeated failure",Waste-Water/Sewage,Low,2025-01-18 15:15:15,Resolved
CF-111657,"Drainage failure, recently",Waste-Water/Sewage,High,2025-04-27 09:49:36,Pending
CF-111658,"Connection transfer, this morning",Water Supply,Low,2025-05-29 04:47:13,Resolved
CF-111659,Rebate inquiry,Electricity,Low,2024-08-24 21:16:07,Resolved
CF-111660,No water for cooking,Water Supply,High,2025-12-17 15:17:26,Pending
CF-111661,Disease causing,Water Supply,High,2025-02-09 03:13:55,In Progress
CF-111662,"Bin replacement, in commercial area",Waste-Water/Sewage,Low,2025-05-13 00:29:16,Resolved
CF-111663,"Tanker request, near park",Water Supply,Low,2024-08-26 04:16:36,Resolved
CF-111664,"Disease causing, near school",Water Supply,High,2025-06-22 11:19:12,Pending
CF-111665,"Minor leakage, in commercial area",Water Supply,Low,2024-11-13 02:36:00,Resolved
CF-111666,"Occasional cut, near railway station",Electricity,Low,2025-11-29 11:57:13,Pending
CF-111667,"Tanker needed, in colony",Water Supply,High,2024-08-03 22:52:05,In Progress
CF-111668,Subsidy needed,Electricity,Low,2025-09-06 00:10:58,Resolved
CF-111669,"Waste smell, affecting 50 families, safety concern",Waste-Water/Sewage,High,2024-06-30 16:45:39,Closed
CF-111670,Waste management,Waste-Water/Sewage,Low,2025-03-18 11:06:49,Resolved
CF-111671,"Subsidy needed, since yesterday",Electricity,Low,2025-12-29 06:52:56,Resolved
CF-111672,"Children sick, continuous problem",Water Supply,High,2025-11-17 07:18:56,Pending
CF-111673,"Name change, since yesterday",Water Supply,Low,2024-10-08 22:51:39,Resolved
CF-111674,New connection,Water Supply,Low,2024-03-19 12:12:56,In Progress
CF-111675,"Drainage blocked, near railway station",Waste-Water/Sewage,High,2025-09-14 06:33:11,In Progress
CF-111676,Meter installation,Water Supply,Low,2024-08-30 16:53:13,Resolved
CF-111677,"Drainage blocked, in apartment complex",Waste-Water/Sewage,High,2025-04-03 00:42:59,Resolved
CF-111678,Billing query,Water Supply,Low,2024-05-07 15:33:28,Closed
CF-111679,"Minor blockage, for past 3 days",Waste-Water/Sewage,Low,2025-03-04 03:05:04,Pending
CF-111680,"Tank overflow, multiple times, many residents troubled",Water Supply,High,2025-06-24 01:47:14,Pending
CF-111681,"Pressure low, in old city",Water Supply,Low,2025-04-21 20:45:34,In Progress
CF-111682,"Severe shortage, this morning, entire street suffering, serious issue",Water Supply,High,2025-03-31 20:47:07,Pending
CF-111683,Dustbin needed,Waste-Water/Sewage,Low,2024-10-16 09:21:18,Closed
CF-111684,"Drain slow, near hospital",Waste-Water/Sewage,Low,2024-11-29 12:55:02,Resolved
CF-111685,Tariff inquiry,Electricity,Low,2024-05-18 08:30:40,In Progress
CF-111686,Live wire,Electricity,High,2024-05-02 02:31:27,Resolved
CF-111687,"Zero power, recurring issue",Electricity,High,2024-08-28 03:09:44,In Progress
CF-111688,"Pressure issue, in old city",Water Supply,Low,2024-11-20 03:08:18,Closed
CF-111689,Meter reading,Water Supply,Low,2024-06-04 17:04:32,Resolved
CF-111690,"Minor blockage, near railway station",Waste-Water/Sewage,Low,2024-04-15 08:13:25,Closed
CF-111691,"Tank overflow, in industrial zone",Water Supply,High,2024-11-06 06:02:12,In Progress
CF-111692,Diarrhea cases,Water Supply,High,2025-07-04 04:21:49,In Progress
CF-111693,"Power line touching tree, multiple times, multiple households, life threatening",Electricity,High,2025-11-08 00:18:38,Pending
CF-111694,"No water supply, continuous problem, whole area affected",Water Supply,High,2024-09-15 03:48:49,In Progress
CF-111695,"Billing query, for past 3 days",Water Supply,Low,2025-10-18 04:26:38,Resolved
CF-111696,"Bill correction, last week",Water Supply,Low,2025-11-07 10:26:33,Closed
CF-111697,Street cleaning,Waste-Water/Sewage,Low,2025-09-05 02:00:16,Closed
CF-111698,"Bulk waste, recurring issue",Waste-Water/Sewage,Low,2025-11-27 08:47:40,In Progress
CF-111699,"Supply schedule, near playground",Water Supply,Low,2025-06-03 21:59:09,Resolved
CF-111700,"Dangerous transformer, near playground",Electricity,High,2024-09-24 12:39:46,Resolved
CF-111701,"Tariff inquiry, in commercial area",Electricity,Low,2024-08-30 03:47:25,In Progress
CF-111702,"Garbage truck, in the neighborhood",Waste-Water/Sewage,Low,2024-11-13 19:05:31,In Progress
CF-111703,"Bill dispute, in old city",Electricity,Low,2025-12-15 11:13:26,Resolved
CF-111704,Dustbin needed,Waste-Water/Sewage,Low,2024-01-10 18:33:40,Resolved
CF-111705,"Fire hazard, continuous problem",Electricity,High,2024-09-18 16:24:32,Pending
CF-111706,"Waste segregation, in our locality",Waste-Water/Sewage,Low,2025-01-11 17:08:05,Closed
CF-111707,Load enhancement,Electricity,Low,2025-11-26 04:42:03,Resolved
CF-111708,"Elderly suffering, frequent occurrence",Water Supply,High,2024-01-23 03:17:40,Closed
CF-111709,"Power line down, in crowded area",Electricity,High,2025-12-12 06:41:08,Closed
CF-111710,New connection,Water Supply,Low,2024-02-21 18:14:26,In Progress
CF-111711,Garbage everywhere,Waste-Water/Sewage,High,2025-08-19 08:30:34,Pending
CF-111712,"Contaminated well, recently",Water Supply,High,2025-03-29 11:27:53,Pending
CF-111713,No power days,Electricity,High,2024-01-20 04:26:11,Pending
CF-111714,"Occasional cut, regular problem",Electricity,Low,2025-09-25 07:47:15,Resolved
CF-111715,Deposit refund,Water Supply,Low,2025-07-30 00:40:44,Closed
CF-111716,"Billing query, near hospital",Electricity,Low,2025-03-22 02:16:48,Closed
CF-111717,Contaminated well,Water Supply,High,2025-02-03 11:31:29,In Progress
CF-111718,"Meter reading, recently",Water Supply,Low,2024-04-09 17:23:24,Closed
CF-111719,Garbage everywhere,Waste-Water/Sewage,High,2025-02-13 18:11:34,Pending
CF-111720,Health hazard,Waste-Water/Sewage,High,2025-01-15 15:09:06,Pending
CF-111721,Timing change,Water Supply,Low,2024-07-05 03:18:42,Resolved
CF-111722,Garbage collection,Waste-Water/Sewage,Low,2025-12-29 09:32:22,In Progress
CF-111723,Fuse blown,Electricity,High,2024-12-03 16:16:20,Resolved
CF-111724,"Power failure affecting, for past 3 days, needs quick action",Electricity,High,2024-07-12 05:57:17,Resolved
CF-111725,"Composting, since past week",Waste-Water/Sewage,Low,2025-04-23 02:04:54,In Progress
CF-111726,Garbage outbreak,Waste-Water/Sewage,High,2025-05-16 20:42:09,Resolved
CF-111727,Collection timing,Waste-Water/Sewage,Low,2024-08-13 20:11:01,In Progress
CF-111728,"Tanker request, last week",Water Supply,Low,2024-08-31 13:17:14,Resolved
CF-111729,"Billing query, this morning",Water Supply,Low,2025-04-11 01:48:02,Resolved
CF-111730,"Connection shift, last week",Electricity,Low,2025-06-30 14:01:07,Resolved
CF-111731,"Sewage contamination, near school",Waste-Water/Sewage,High,2025-07-26 07:13:03,In Progress
CF-111732,"Subsidy needed, recurring issue",Electricity,Low,2024-04-26 15:32:05,Pending
CF-111733,Collection frequency,Waste-Water/Sewage,Low,2024-01-14 15:47:44,Closed
CF-111734,"No power days, in industrial zone",Electricity,High,2024-05-27 12:25:54,Pending
CF-111735,Cleanliness emergency,Waste-Water/Sewage,High,2025-11-05 14:17:24,Closed
CF-111736,Pressure low,Water Supply,Low,2024-07-26 11:36:49,Pending
CF-111737,"Supply delay, in old city",Water Supply,Low,2024-07-02 12:55:18,Resolved
CF-111738,Water timing,Water Supply,Low,2024-02-02 05:21:16,In Progress
CF-111739,Greenish water,Water Supply,High,2025-05-17 23:17:13,Pending
CF-111740,"Transformer failure, near railway station",Electricity,High,2024-06-02 07:51:40,In Progress
CF-111741,"Garbage outbreak, ongoing issue, community affected",Waste-Water/Sewage,High,2024-05-27 18:24:28,Closed
CF-111742,Billing query,Electricity,Low,2025-11-28 19:55:28,Pending
CF-111743,"Overflowing bin, frequent occurrence",Waste-Water/Sewage,High,2025-02-01 20:17:44,Pending
CF-111744,"Contaminated water, last week",Water Supply,High,2024-05-16 15:07:14,In Progress
CF-111745,"Payment mode, in market area",Electricity,Low,2024-09-19 10:59:20,In Progress
CF-111746,Zero power,Electricity,High,2024-09-29 21:23:56,In Progress
CF-111747,"Bill correction, near school",Electricity,Low,2025-04-17 04:38:08,Closed
CF-111748,"Bill correction, near bus stand",Electricity,Low,2025-02-15 18:32:43,Resolved
CF-111749,"Health hazard, multiple times",Water Supply,High,2025-04-07 16:20:34,Pending
CF-111750,"Transformer burnt, since past week",Electricity,High,2024-10-26 07:46:50,In Progress
CF-111751,"Rodent infestation, near playground",Waste-Water/Sewage,High,2024-12-08 00:22:46,In Progress
CF-111752,"Fire hazard, recently",Electricity,High,2025-07-27 21:43:15,In Progress
CF-111753,"Construction debris, near railway station",Waste-Water/Sewage,Low,2024-09-13 16:30:03,Pending
CF-111754,Billing query,Water Supply,Low,2025-12-24 18:18:46,In Progress
CF-111755,"Dangerous transformer, this morning",Electricity,High,2024-03-10 10:28:44,Pending
CF-111756,"Supply query, every day",Water Supply,Low,2024-04-07 21:17:39,In Progress
CF-111757,"Pole down, in crowded area",Electricity,High,2025-10-14 23:56:00,In Progress
CF-111758,"Supply delay, in old city",Water Supply,Low,2025-06-03 23:17:07,Resolved
CF-111759,Bin replacement,Waste-Water/Sewage,Low,2024-07-09 12:27:50,In Progress
CF-111760,Low voltage,Electricity,Low,2024-10-02 00:46:25,Closed
CF-111761,Power line down,Electricity,High,2024-03-23 03:31:09,In Progress
CF-111762,"Medical issue, last week",Water Supply,High,2025-09-04 21:58:19,Pending
CF-111763,"Illegal dumping, in colony",Waste-Water/Sewage,High,2024-05-07 21:20:31,Pending
CF-111764,"Danger to life, since morning",Electricity,High,2025-11-29 16:19:49,Pending
CF-111765,"Quality test, since yesterday",Water Supply,Low,2025-09-30 16:25:35,Pending
CF-111766,New connection,Electricity,Low,2025-10-27 10:24:43,Resolved
CF-111767,"Complete failure, frequent occurrence",Electricity,High,2025-07-21 08:11:15,In Progress
CF-111768,"Power line down, dozens受影响",Electricity,High,2024-10-16 14:28:14,In Progress
CF-111769,"New connection, past month",Electricity,Low,2024-05-07 09:41:23,In Progress
CF-111770,"Billing query, multiple times",Water Supply,Low,2025-04-18 04:23:53,Resolved
CF-111771,Light issue,Electricity,Low,2024-08-04 17:15:51,Pending
CF-111772,"Garbage everywhere, affecting residents, affecting children",Waste-Water/Sewage,High,2025-05-24 11:33:03,In Progress
CF-111773,"Power cut emergency, since yesterday",Electricity,High,2024-11-05 14:36:42,In Progress
CF-111774,"Health hazard, in market area",Water Supply,High,2025-08-09 04:28:21,Pending
CF-111775," contaminated supply, emergency",Water Supply,High,2024-06-17 19:18:56,Resolved
CF-111776,"Supply delay, repeated failure",Water Supply,Low,2025-11-01 09:26:00,Resolved
CF-111777,"Street cleaning, in gated community",Waste-Water/Sewage,Low,2024-03-24 22:22:05,Resolved
CF-111778,Water shortage,Water Supply,High,2025-12-07 11:35:48,In Progress
CF-111779,"Sewage spill, in crowded area",Waste-Water/Sewage,High,2024-05-10 10:30:35,Pending
CF-111780,Garbage truck,Waste-Water/Sewage,Low,2025-01-24 11:50:55,In Progress
CF-111781,Water crisis,Water Supply,High,2025-04-26 18:03:07,In Progress
CF-111782,Rodent infestation,Waste-Water/Sewage,High,2024-11-30 03:51:51,In Progress
CF-111783,"Toilet overflow, continuous problem, multiple households, urgent attention required",Waste-Water/Sewage,High,2024-03-05 16:03:35,Pending
CF-111784,"Flooding, in apartment complex",Water Supply,High,2025-04-21 21:44:05,In Progress
CF-111785,Water timing,Water Supply,Low,2025-12-03 06:23:57,Resolved
CF-111786,Overflowing drain,Waste-Water/Sewage,High,2024-06-09 20:38:12,In Progress
CF-111787,"Toilet overflow, last week",Waste-Water/Sewage,High,2024-08-04 00:01:02,In Progress
CF-111788,"Drain slow, repeated failure",Waste-Water/Sewage,Low,2024-06-12 21:34:35,Resolved
CF-111789, contaminated supply,Water Supply,High,2024-06-22 19:40:39,Pending
CF-111790,"Contaminated well, since yesterday, over 100 families",Water Supply,High,2024-01-11 21:04:39,Pending
CF-111791,Cleaning schedule,Waste-Water/Sewage,Low,2024-12-17 20:47:25,Closed
CF-111792,Power fluctuation,Electricity,Low,2025-12-26 03:31:01,In Progress
CF-111793,Sewage backup,Waste-Water/Sewage,High,2025-07-13 03:40:56,In Progress
CF-111794,Pipeline shift,Water Supply,Low,2025-10-27 00:15:16,Pending
CF-111795,No electricity,Electricity,High,2024-10-12 17:50:04,In Progress
CF-111796,"Overflowing gutter, near hospital",Waste-Water/Sewage,High,2025-10-16 02:39:54,Pending
CF-111797,"Duplicate bill, in residential area",Electricity,Low,2025-05-18 01:35:09,Closed
CF-111798,"Power surge, in slum area",Electricity,High,2025-02-21 23:44:13,In Progress
CF-111799,"Meter shift, in colony",Water Supply,Low,2024-03-27 11:16:47,Closed
CF-111800,Connection transfer,Water Supply,Low,2025-06-07 10:51:50,Resolved
CF-111801,Leaking main,Water Supply,High,2024-01-19 23:02:38,Resolved
CF-111802,"Garbage piling, in our locality",Waste-Water/Sewage,High,2025-10-04 23:20:06,Pending
CF-111803,"Bill correction, past month",Water Supply,Low,2025-06-05 21:35:57,Resolved
CF-111804,"Power line touching tree, frequent occurrence",Electricity,High,2025-11-07 03:17:15,Resolved
CF-111805,"Medical issue, near hospital",Water Supply,High,2024-12-30 21:29:05,In Progress
CF-111806,Duplicate bill,Electricity,Low,2024-07-05 07:06:14,Resolved
CF-111807,"Connection status, in gated community",Electricity,Low,2025-07-12 07:44:12,Closed
CF-111808,Connection shift,Electricity,Low,2024-11-15 02:23:49,Resolved
CF-111809,"Dustbin needed, since past week",Waste-Water/Sewage,Low,2024-05-05 22:43:10,Resolved
CF-111810,"Drainage maintenance, in slum area",Waste-Water/Sewage,Low,2025-02-04 20:07:52,In Progress
CF-111811,"Tanker needed, last week",Water Supply,High,2025-12-31 15:21:14,Pending
CF-111812,Subsidy needed,Electricity,Low,2024-06-02 06:01:53,Resolved
CF-111813,"Power fluctuation, last night",Electricity,Low,2024-06-15 11:32:32,Resolved
CF-111814,Water timing,Water Supply,Low,2025-11-30 01:34:55,Pending
CF-111815,"Electrical danger, near park",Electricity,High,2025-09-08 11:43:25,Resolved
CF-111816,"Tank overflow, every day",Water Supply,High,2025-07-06 10:01:16,Pending
CF-111817,"Cleanliness emergency, repeated failure",Waste-Water/Sewage,High,2024-01-03 02:22:52,Closed
CF-111818,"Sewage contamination, near school",Waste-Water/Sewage,High,2024-03-31 03:42:56,Pending
CF-111819,"Tariff inquiry, regular problem",Water Supply,Low,2024-01-09 14:54:02,Closed
CF-111820,"Cleaning request, near hospital",Waste-Water/Sewage,Low,2025-09-19 18:41:37,Resolved
CF-111821,Supply timing,Water Supply,Low,2024-12-27 14:25:57,Resolved
CF-111822,"Public health, near hospital",Waste-Water/Sewage,High,2025-07-31 09:18:16,Pending
CF-111823,"Pipeline burst, every day",Water Supply,High,2024-10-19 00:53:11,Pending
CF-111824,"Power fluctuation, recently",Electricity,Low,2024-03-11 17:27:10,Resolved
CF-111825,"Meter reading, for past 3 days",Water Supply,Low,2025-05-28 16:00:56,Closed
CF-111826,"Cleanliness emergency, for several days",Waste-Water/Sewage,High,2025-11-23 21:31:28,In Progress
CF-111827,"Flooding, near hospital",Water Supply,High,2025-05-07 23:30:08,Pending
CF-111828,Water shortage,Water Supply,High,2024-08-21 04:50:49,Pending
CF-111829,Cleaning request,Waste-Water/Sewage,Low,2024-07-06 19:02:20,In Progress
CF-111830,"More bins, in colony",Waste-Water/Sewage,Low,2024-08-29 10:36:52,Resolved
CF-111831,"Meter reading, in commercial area",Electricity,Low,2025-04-16 17:42:16,Closed
CF-111832,Spark explosion,Electricity,High,2024-09-02 13:50:44,Pending
CF-111833,"Pipeline broken, in residential area",Water Supply,High,2024-09-13 13:32:31,In Progress
CF-111834,"Pressure issue, every day",Water Supply,Low,2025-01-19 03:17:39,In Progress
CF-111835,"Payment not reflected, in slum area",Electricity,Low,2024-08-25 15:07:15,Resolved
CF-111836,"Minor leakage, near park",Water Supply,Low,2025-11-10 11:19:33,Resolved
CF-111837,"Power fluctuation, in commercial area",Electricity,Low,2025-12-10 16:15:13,Resolved
CF-111838,Online payment,Electricity,Low,2025-10-28 17:40:11,Resolved
CF-111839,"Diarrhea cases, recurring issue",Water Supply,High,2025-01-23 01:00:02,Closed
CF-111840,Sewage on road,Waste-Water/Sewage,High,2024-10-30 05:29:18,Pending
CF-111841,Tanker request,Water Supply,Low,2024-06-20 12:39:26,Closed
CF-111842,Health hazard,Water Supply,High,2025-11-02 13:34:05,Resolved
CF-111843,"Name change, in crowded area",Water Supply,Low,2024-11-09 09:56:50,Closed
CF-111844,"Tariff inquiry, regular problem",Water Supply,Low,2024-09-07 14:05:09,Pending
CF-111845,"Sewage on road, in our locality",Waste-Water/Sewage,High,2024-11-06 17:40:52,Pending
CF-111846,Tanker request,Water Supply,Low,2025-03-26 07:50:50,Closed
CF-111847,"Payment issue, continuous problem",Electricity,Low,2024-09-24 07:12:28,In Progress
CF-111848,"Dustbin needed, this morning",Waste-Water/Sewage,Low,2025-02-07 23:31:41,Pending
CF-111849,"Separate bins, in gated community",Waste-Water/Sewage,Low,2024-01-14 06:00:35,Pending
CF-111850,Medical issue,Water Supply,High,2025-11-23 17:34:18,Pending
CF-111851,Greenish water,Water Supply,High,2025-08-11 02:34:08,Pending
CF-111852,"Brown water, recently",Water Supply,High,2025-12-23 13:18:31,Pending
CF-111853,Timing change,Water Supply,Low,2025-05-24 10:18:35,In Progress
CF-111854,"Electric pole dangerous, frequent occurrence",Electricity,High,2024-09-02 13:24:37,Pending
CF-111855,"Medical issue, in apartment complex",Water Supply,High,2024-05-14 11:25:02,Resolved
CF-111856,Pipeline broken,Water Supply,High,2024-05-24 06:08:30,In Progress
CF-111857,"Cleanliness emergency, in market area",Waste-Water/Sewage,High,2024-01-22 21:08:05,Resolved
CF-111858,"Collection missed, in commercial area",Waste-Water/Sewage,Low,2025-12-21 06:55:06,Closed
CF-111859,Toilet overflow,Waste-Water/Sewage,High,2024-11-25 01:58:51,Pending
CF-111860,Waste accumulation,Waste-Water/Sewage,High,2024-10-28 19:49:19,Pending
CF-111861,"Garbage collection, frequent occurrence",Waste-Water/Sewage,Low,2025-05-31 04:46:33,Closed
CF-111862,"No water pump, recurring issue, entire street suffering, safety concern",Water Supply,High,2025-08-14 09:51:15,Pending
CF-111863,"Leaking main, in old city",Water Supply,High,2025-10-28 07:43:49,Pending
CF-111864,"Transformer burnt, in old city",Electricity,High,2025-08-11 10:58:33,Pending
CF-111865,Separate bins,Waste-Water/Sewage,Low,2025-07-09 06:23:56,Resolved
CF-111866,"Chemical smell, this morning",Water Supply,High,2024-07-17 03:53:54,Pending
CF-111867,"Contaminated water, since past week",Water Supply,High,2025-07-28 16:23:02,Pending
CF-111868,"Sewage backup, multiple times, waiting for resolution",Waste-Water/Sewage,High,2024-09-18 13:01:14,In Progress
CF-111869,"Overflowing drain, recurring issue, many people suffering",Waste-Water/Sewage,High,2024-11-08 19:47:04,Pending
CF-111870,Power backup,Electricity,Low,2024-12-07 23:00:22,Pending
CF-111871,"Pipeline repair, last night",Water Supply,Low,2024-02-16 08:04:10,Resolved
CF-111872,"Drainage query, last week",Waste-Water/Sewage,Low,2025-02-26 22:37:27,Resolved
CF-111873,Meter reading,Water Supply,Low,2024-05-14 15:48:58,Pending
CF-111874,Meter testing,Electricity,Low,2024-07-26 10:51:18,Resolved
CF-111875,"Minor leakage, in market area",Water Supply,Low,2024-04-17 15:33:12,Pending
CF-111876,"Toilet overflow, medical emergency",Waste-Water/Sewage,High,2025-09-08 04:59:15,In Progress
CF-111877,"Connection shift, near school",Electricity,Low,2025-07-02 04:14:37,Resolved
CF-111878,Dangerous transformer,Electricity,High,2024-04-11 13:58:23,Resolved
CF-111879,Supply schedule,Water Supply,Low,2024-05-06 09:31:03,Closed
CF-111880,Live wire,Electricity,High,2024-05-12 08:49:13,In Progress
CF-111881,"Repeated power cuts, continuous problem",Electricity,High,2025-09-09 00:26:09,Resolved
CF-111882,Voltage problem,Electricity,Low,2025-10-27 23:06:12,In Progress
CF-111883,"Separate bins, recently",Waste-Water/Sewage,Low,2025-10-30 20:48:01,Pending
CF-111884,"Power failure affecting, frequent occurrence, affecting children",Electricity,High,2024-01-14 20:25:34,In Progress
CF-111885,"Fire hazard, in residential area",Electricity,High,2024-09-08 00:40:38,Pending
CF-111886,"Overflowing drain, in slum area",Waste-Water/Sewage,High,2025-07-06 18:31:53,Pending
CF-111887,"Meter testing, near temple",Electricity,Low,2024-09-03 14:02:18,Resolved
CF-111888,"Minor blockage, since morning",Waste-Water/Sewage,Low,2024-02-22 14:16:14,Pending
CF-111889,"Drainage query, near school",Waste-Water/Sewage,Low,2024-10-12 06:56:35,Resolved
CF-111890,Meter shift,Water Supply,Low,2025-04-27 01:47:43,In Progress
CF-111891,"Supply query, near bus stand",Water Supply,Low,2025-06-04 07:14:43,Pending
CF-111892,Collection timing,Waste-Water/Sewage,Low,2025-07-26 01:02:25,Pending
CF-111893,Health hazard,Waste-Water/Sewage,High,2024-09-03 15:05:06,Resolved
CF-111894,Connection status,Electricity,Low,2024-02-08 14:54:18,Resolved
CF-111895,Inverter installation,Electricity,Low,2024-02-27 05:11:01,Closed
CF-111896,No water supply,Water Supply,High,2025-04-02 06:42:32,Pending
CF-111897,Connection status,Electricity,Low,2024-02-29 07:37:42,Resolved
