Complaint_ID,Complaint_Text,Category,Severity,Date,Status
CF-25476,Water contamination from chemical factory runoff - This is urgent,Water Supply,High,2025-10-28 02:47:27,Resolved
CF-25477,"No electricity across the ward, frequent trippings in Old City - Hope for quick resolution near Railway Station",Electricity,High,2025-11-14 03:50:12,Resolved
CF-25478,Want to install water meter for individual flat in Commercial Complex,Water Supply,Low,2024-12-27 16:54:33,In Progress
CF-25479,"No electricity for past 8 hours, no supply despite payment near Shopping Mall - Request immediate visit",Electricity,High,2024-05-01 17:38:05,In Progress
CF-25480,Need clarification on bulk waste charges,Waste-Water/Sewage,Low,2025-10-15 20:36:55,Resolved
CF-25481,Water bill rebate for senior citizens,Water Supply,Low,2025-06-20 22:00:08,Resolved
CF-25482,Need help with bulk item disposal,Waste-Water/Sewage,Low,2025-03-01 20:19:14,In Progress
CF-25483,"No electricity in our locality, transformer not working on MG Road - This is urgent",Electricity,High,2024-02-17 11:58:47,Resolved
CF-25484,Electricity connection for EV charging station near Central Park,Electricity,Low,2025-09-06 23:38:05,Resolved
CF-25485,Need clarification on bulk waste charges,Waste-Water/Sewage,Low,2024-04-09 21:57:39,In Progress
CF-25486,"No electricity in our locality, low voltage problem in Old City in Industrial Area",Electricity,High,2024-05-15 17:45:33,Pending
CF-25487,Plastic waste accumulation in nearby drain,Waste-Water/Sewage,Low,2025-07-07 07:17:05,Resolved
CF-25488,Need information about waste to energy program,Waste-Water/Sewage,Low,2024-12-12 21:13:09,Resolved
CF-25489,Need information about water testing laboratory near Market Square,Water Supply,Low,2025-02-21 11:20:49,Resolved
CF-25490,Need separate collection for paper waste in Industrial Area,Waste-Water/Sewage,Low,2025-07-23 15:23:14,Resolved
CF-25491,Need help with water connection for rental property in VIP Area,Water Supply,Low,2025-12-07 08:47:48,Pending
CF-25492,Garbage collection missed our street today in Old City,Waste-Water/Sewage,Low,2025-03-05 00:09:06,Resolved
CF-25493,Garbage truck damaging road surface in Residential Colony,Waste-Water/Sewage,Low,2025-11-27 18:02:10,Resolved
CF-25494,Contaminated well water causing mass poisoning - Request immediate visit in Commercial Complex,Water Supply,High,2025-06-12 17:40:25,In Progress
CF-25495,Need to apply for new water connection,Water Supply,Low,2024-11-18 09:16:47,Resolved
CF-25496,Request for smart meter installation near City Hospital,Electricity,Low,2024-08-29 21:16:24,Closed
CF-25497,"No electricity in our locality, power fluctuations damaging appliances in Residential Colony - Please resolve urgently in Old City",Electricity,High,2025-02-04 12:16:31,Pending
CF-25498,Request for additional garbage bins in area in Gandhi Nagar,Waste-Water/Sewage,Low,2024-04-12 03:37:06,Resolved
CF-25499,Garbage collection time needs to be earlier on MG Road,Waste-Water/Sewage,Low,2024-08-03 02:37:04,Pending
CF-25500,Garbage fire spreading toxic fumes across neighborhood - Please resolve urgently,Waste-Water/Sewage,High,2025-06-28 22:49:38,In Progress
CF-25501,"Water is muddy and brown, health hazard in Sector 12",Water Supply,High,2024-12-01 01:13:40,In Progress
CF-25502,"Sewage line broken, foul smell unbearable in Old City",Waste-Water/Sewage,High,2024-04-06 21:56:10,Pending
CF-25503,Request for underground cabling in area near Market Square,Electricity,Low,2024-05-13 18:00:39,In Progress
CF-25504,Need information about industrial tariff,Electricity,Low,2024-06-20 14:17:06,Resolved
CF-25505,"No electricity since yesterday, frequent trippings near Railway Station near Bus Stand",Electricity,High,2025-09-13 03:50:30,In Progress
CF-25506,Want to apply for agricultural water connection in VIP Area,Water Supply,Low,2024-12-22 05:43:09,Resolved
CF-25507,Broken water main washing away road foundation - Need help ASAP,Water Supply,High,2024-08-16 08:32:09,Closed
CF-25508,Want to avail subsidy for electricity bill in VIP Area,Electricity,Low,2025-04-23 15:24:58,Pending
CF-25509,"Bill amount higher than usual, need clarification on MG Road",Electricity,Low,2024-12-27 14:23:58,Pending
CF-25510,"Groundwater contamination suspected, testing needed",Water Supply,High,2024-11-07 20:16:14,Pending
CF-25511,Request for pipeline cleaning in our area near Shopping Mall,Water Supply,Low,2025-05-05 09:00:22,Closed
CF-25512,Need information about waste to energy program in Sector 12,Waste-Water/Sewage,Low,2025-10-21 18:49:00,Resolved
CF-25513,"Garbage pile attracting stray animals, rabies risk near Shopping Mall",Waste-Water/Sewage,High,2025-08-23 16:16:44,Pending
CF-25514,Want to know water quality test results,Water Supply,Low,2025-08-23 08:56:17,In Progress
CF-25515,"Water supply truck overturning, no alternative arrangement - Hope for quick resolution in Residential Colony",Water Supply,High,2025-05-25 17:11:19,Pending
CF-25516,Need help with online water bill payment,Water Supply,Low,2024-07-19 23:16:51,Resolved
CF-25517,"Sewage backup in old age home, residents evacuated",Waste-Water/Sewage,High,2025-02-19 20:22:20,In Progress
CF-25518,"No electricity in our locality, emergency shutdown near Central Park - Request immediate visit on MG Road",Electricity,High,2024-01-19 06:01:41,Pending
CF-25519,"No water in maternity ward, new mothers suffering - Very serious issue",Water Supply,High,2024-06-04 13:37:17,Resolved
CF-25520,Garbage sorting guidelines needed,Waste-Water/Sewage,Low,2025-03-28 04:18:45,Closed
CF-25521,Want to install rooftop solar panels,Electricity,Low,2025-10-28 20:29:23,Resolved
CF-25522,"Water tank cracked, debris falling into supply - Immediate action needed in Gandhi Nagar",Water Supply,High,2025-03-14 12:39:26,In Progress
CF-25523,Need information about waste to energy program near Bus Stand,Waste-Water/Sewage,Low,2024-12-17 19:26:51,Pending
CF-25524,Query about peak hour charges,Electricity,Low,2025-07-04 10:45:07,Closed
CF-25525,"Water supply cut without notice, elderly stranded in Gandhi Nagar",Water Supply,High,2025-09-06 15:54:10,In Progress
CF-25526,Want to know about green energy options,Electricity,Low,2025-09-22 20:39:58,Resolved
CF-25527,Need information about industrial tariff on MG Road,Electricity,Low,2024-10-05 09:08:56,Resolved
CF-25528,"No electricity across the ward, erratic power supply in Industrial Area near Market Square",Electricity,High,2024-12-07 10:35:27,Pending
CF-25529,"No electricity affecting entire block, power fluctuations damaging appliances on MG Road in Industrial Area",Electricity,High,2025-05-12 16:03:11,In Progress
CF-25530,"Water meter not working, need replacement near City Hospital",Water Supply,Low,2025-09-23 17:37:39,Resolved
CF-25531,"No electricity in residential area, no power backup available near Railway Station",Electricity,High,2024-01-01 03:05:53,Resolved
CF-25532,"No electricity since yesterday, meter not responding in Old City",Electricity,High,2025-08-31 19:14:40,Pending
CF-25533,Request for drain cleaning before monsoon,Waste-Water/Sewage,Low,2025-10-12 14:54:23,Pending
CF-25534,Garbage bin placement causing traffic issue near City Hospital,Waste-Water/Sewage,Low,2024-07-18 20:23:12,Closed
CF-25535,"Major leak in underground water main, sinkhole risk",Water Supply,High,2024-09-24 01:12:22,Pending
CF-25536,"Garbage dump near temple, devotees suffering",Waste-Water/Sewage,High,2024-11-09 01:25:00,Resolved
CF-25537,Query about rainwater harvesting scheme near Market Square,Water Supply,Low,2025-11-20 18:45:11,Resolved
CF-25538,Need help with net metering application near School Zone,Electricity,Low,2025-07-17 11:38:30,Pending
CF-25539,"Water logging due to broken pipeline, mosquito breeding near Shopping Mall",Water Supply,High,2024-02-24 13:42:29,In Progress
CF-25540,"Sewage line damaged by tree roots, repeated blockages",Waste-Water/Sewage,High,2025-06-20 13:53:55,Pending
CF-25541,Request for time of day meter installation near Central Park,Electricity,Low,2024-02-11 08:43:56,In Progress
CF-25542,Need help with bulk item disposal,Waste-Water/Sewage,Low,2024-09-09 07:20:38,Closed
CF-25543,Query about water usage limits,Water Supply,Low,2024-03-30 21:19:09,Pending
CF-25544,"No electricity without notice, voltage drops to zero in Old City on MG Road",Electricity,High,2024-03-15 00:40:03,Resolved
CF-25545,Water supply timing needs adjustment,Water Supply,Low,2024-09-03 18:43:27,In Progress
CF-25546,No water for firefighting system in building near Shopping Mall,Water Supply,High,2025-05-24 04:26:02,In Progress
CF-25547,Need information about waste to energy program in VIP Area,Waste-Water/Sewage,Low,2024-09-29 19:41:29,Closed
CF-25548,Electricity meter testing request near Bus Stand,Electricity,Low,2025-09-06 13:35:51,Resolved
CF-25549,Request for pipeline cleaning in our area near Shopping Mall,Water Supply,Low,2024-01-07 02:28:50,Pending
CF-25550,Want to add another meter for separate unit near City Hospital,Electricity,Low,2024-07-12 08:36:52,Resolved
CF-25551,Need help with electricity subsidy renewal,Electricity,Low,2024-08-13 01:36:18,Resolved
CF-25552,Garbage leachate polluting groundwater supply in Commercial Complex,Waste-Water/Sewage,High,2024-03-25 10:44:00,In Progress
CF-25553,Electricity meter testing request in Industrial Area,Electricity,Low,2024-04-14 02:54:36,Resolved
CF-25554,Request for LED street light installation near School Zone,Electricity,Low,2024-02-01 14:22:03,Pending
CF-25555,Minor leakage in common area pipeline near Market Square,Water Supply,Low,2025-10-12 12:55:02,Pending
CF-25556,"Water tank cracked, debris falling into supply - Please resolve urgently",Water Supply,High,2025-12-26 21:06:47,In Progress
CF-25557,Water filter installation request for community,Water Supply,Low,2025-10-02 01:52:54,Closed
CF-25558,Plastic waste accumulation in nearby drain near School Zone,Waste-Water/Sewage,Low,2025-04-06 10:35:20,Pending
CF-25559,Need information about water quality parameters near Railway Station,Water Supply,Low,2025-10-05 05:25:57,Pending
CF-25560,Garbage bin placement causing traffic issue in Commercial Complex,Waste-Water/Sewage,Low,2024-05-14 20:41:51,Resolved
CF-25561,Bulk waste disposal request for house renovation,Waste-Water/Sewage,Low,2024-11-05 20:28:05,Closed
CF-25562,Request for pipeline cleaning in our area on MG Road,Water Supply,Low,2024-12-07 13:15:58,Resolved
CF-25563,Want to know about water conservation schemes near Shopping Mall,Water Supply,Low,2024-04-30 01:42:15,Closed
CF-25564,Request for time of day meter installation,Electricity,Low,2024-11-13 07:19:20,Resolved
CF-25565,Pipeline rupture causing traffic chaos on highway - Need help ASAP near Railway Station,Water Supply,High,2025-07-17 18:43:39,Pending
CF-25566,Need help with water connection for rental property in Commercial Complex,Water Supply,Low,2025-11-24 19:37:09,In Progress
CF-25567,"No electricity affecting entire block, frequent outages near Railway Station near Shopping Mall",Electricity,High,2025-01-04 06:25:03,Resolved
CF-25568,"No electricity for past 8 hours, no power backup available on MG Road - Need help ASAP in Gandhi Nagar",Electricity,High,2025-07-14 22:08:21,In Progress
CF-25569,Minor power cut for 1-2 hours daily,Electricity,Low,2024-09-18 12:02:41,In Progress
CF-25570,"Drinking water turning hair green, copper contamination near School Zone",Water Supply,High,2025-01-23 10:15:40,Resolved
CF-25571,Need separate collection for paper waste,Waste-Water/Sewage,Low,2024-04-04 08:46:27,Closed
CF-25572,"Water logging due to broken pipeline, mosquito breeding",Water Supply,High,2024-04-03 21:35:56,In Progress
CF-25573,Request to change name on water bill,Water Supply,Low,2025-01-23 03:43:08,In Progress
CF-25574,Water bill not received this month on MG Road,Water Supply,Low,2025-01-19 17:07:23,Resolved
CF-25575,Electricity connection for EV charging station in Industrial Area,Electricity,Low,2024-02-24 04:48:42,Pending
CF-25576,Waste water from chemical lab entering municipal drain - Request immediate visit,Waste-Water/Sewage,High,2025-04-02 04:05:03,Pending
CF-25577,Request for water connection for community center near City Hospital,Water Supply,Low,2025-07-01 04:11:05,Resolved
CF-25578,Need help with net metering application in Residential Colony,Electricity,Low,2024-10-20 16:24:53,Resolved
CF-25579,Need duplicate water bill copy on MG Road,Water Supply,Low,2024-11-20 17:27:11,Resolved
CF-25580,Want to know about composting scheme in VIP Area,Waste-Water/Sewage,Low,2024-08-05 14:31:00,Resolved
CF-25581,Garbage accumulation causing dengue outbreak - Hope for quick resolution near Central Park,Waste-Water/Sewage,High,2024-06-06 17:00:50,In Progress
CF-25582,Minor drainage slow drainage issue near Market Square,Waste-Water/Sewage,Low,2024-08-05 05:03:42,Pending
CF-25583,Need information about water quality parameters in Old City,Water Supply,Low,2024-10-22 03:15:06,Pending
CF-25584,Waste accumulation causing cholera cases in slum - Very serious issue in Gandhi Nagar,Waste-Water/Sewage,High,2025-10-15 21:53:13,Pending
CF-25585,Light flickering occasionally in street lamp in Old City,Electricity,Low,2024-11-30 19:30:06,In Progress
CF-25586,Query about water usage limits near School Zone,Water Supply,Low,2024-09-29 07:14:36,Pending
CF-25587,Want to avail subsidy for electricity bill,Electricity,Low,2025-01-30 01:31:47,Resolved
CF-25588,Water connection transfer after inheritance in Commercial Complex,Water Supply,Low,2025-07-11 18:37:45,Closed
CF-25589,Want to add another meter for separate unit in Commercial Complex,Electricity,Low,2024-02-18 15:02:09,Pending
CF-25590,"No electricity across the ward, no power backup available near Shopping Mall",Electricity,High,2025-06-08 15:06:36,Resolved
CF-25591,Need information about industrial tariff on MG Road,Electricity,Low,2024-03-11 02:27:29,Resolved
CF-25592,Bulk waste disposal request for house renovation near School Zone,Waste-Water/Sewage,Low,2024-06-25 19:29:11,Pending
CF-25593,Minor drainage slow drainage issue in Industrial Area,Waste-Water/Sewage,Low,2024-08-22 04:58:17,Pending
CF-25594,"Drainage system completely choked, backflow in toilets near City Hospital",Waste-Water/Sewage,High,2025-08-03 12:24:54,In Progress
CF-25595,Water bill not received this month near Central Park,Water Supply,Low,2025-09-29 16:13:22,Closed
CF-25596,Need help with electricity subsidy renewal in Old City,Electricity,Low,2025-09-20 11:34:46,Resolved
CF-25597,Construction debris removal needed,Waste-Water/Sewage,Low,2025-02-21 21:47:04,Closed
CF-25598,Need help with electricity subsidy renewal near Market Square,Electricity,Low,2025-02-07 14:57:14,Resolved
CF-25599,"No electricity in our locality, unscheduled power cuts in Gandhi Nagar in Gandhi Nagar",Electricity,High,2024-08-27 19:41:14,Resolved
CF-25600,Sewage contamination in playground area,Waste-Water/Sewage,High,2024-08-24 10:45:46,Pending
CF-25601,"No water in tap for 3 days, emergency situation - Immediate action needed",Water Supply,High,2025-04-28 06:38:47,In Progress
CF-25602,Need information about waste reduction tips in Gandhi Nagar,Waste-Water/Sewage,Low,2024-10-04 11:05:43,Pending
CF-25603,Request for more sanitation workers,Waste-Water/Sewage,Low,2025-07-18 07:37:18,Closed
CF-25604,"No water in maternity ward, new mothers suffering",Water Supply,High,2025-01-01 03:01:54,In Progress
CF-25605,"Sewage line damaged by tree roots, repeated blockages in VIP Area",Waste-Water/Sewage,High,2025-10-05 04:19:41,Resolved
CF-25606,Request for temporary power connection,Electricity,Low,2025-03-28 03:43:46,Resolved
CF-25607,Want to know water quality test results near School Zone,Water Supply,Low,2025-06-29 17:57:39,In Progress
CF-25608,Want to change billing address in Industrial Area,Electricity,Low,2025-12-01 06:17:09,Pending
CF-25609,Contaminated water causing diarrhea in children - Request immediate visit in Industrial Area,Water Supply,High,2024-09-02 23:28:19,Pending
CF-25610,Request for time of day meter installation,Electricity,Low,2024-09-25 16:14:44,Resolved
CF-25611,"No electricity throughout neighborhood, no supply despite payment near Shopping Mall - Request immediate visit",Electricity,High,2024-03-23 08:16:48,Resolved
CF-25612,Water connection transfer due to property sale in Old City,Water Supply,Low,2025-08-16 14:01:26,Resolved
CF-25613,"Garbage bin lid broken, needs replacement",Waste-Water/Sewage,Low,2025-06-30 14:31:28,Pending
CF-25614,"No electricity in residential area, high voltage spikes in Industrial Area - Very serious issue in Industrial Area",Electricity,High,2025-11-07 04:45:37,Resolved
CF-25615,Water supply line damaged by construction work - Please resolve urgently,Water Supply,High,2025-11-13 02:32:28,Pending
CF-25616,Water connection transfer after inheritance,Water Supply,Low,2024-05-29 15:15:59,In Progress
CF-25617,Need information about demand response program in Industrial Area,Electricity,Low,2024-12-14 18:55:07,In Progress
CF-25618,No water for firefighting system in building in Sector 12,Water Supply,High,2024-05-19 09:16:17,Pending
CF-25619,Sewage pipe burst under building foundation - Please resolve urgently in VIP Area,Waste-Water/Sewage,High,2024-03-01 18:40:26,Pending
CF-25620,"No electricity affecting entire block, power fluctuations damaging appliances near City Hospital - Facing lot of problems",Electricity,High,2025-07-29 16:03:06,In Progress
CF-25621,"Sewage backup in old age home, residents evacuated - Very serious issue",Waste-Water/Sewage,High,2024-07-04 22:50:55,Resolved
CF-25622,Request for underground cabling in area near Bus Stand,Electricity,Low,2025-10-16 22:54:03,Resolved
CF-25623,"No electricity without notice, emergency shutdown in Sector 12 in Residential Colony",Electricity,High,2025-02-16 08:07:55,In Progress
CF-25624,"No electricity in residential area, inconsistent voltage in Industrial Area - This is urgent",Electricity,High,2024-05-25 18:16:34,In Progress
CF-25625,Electricity meter testing request near Market Square,Electricity,Low,2024-09-07 12:42:18,Pending
CF-25626,Need to apply for new water connection near Bus Stand,Water Supply,Low,2024-11-27 09:27:17,Resolved
CF-25627,Request for borewell permission,Water Supply,Low,2025-05-16 19:46:00,Resolved
CF-25628,Request for water connection for small business near Shopping Mall,Water Supply,Low,2025-01-19 01:07:42,Resolved
CF-25629,Electricity bill not received this month near City Hospital,Electricity,Low,2024-02-05 23:37:29,Resolved
CF-25630,"No electricity across the ward, erratic power supply on MG Road - Facing lot of problems",Electricity,High,2025-05-26 00:53:46,Pending
CF-25631,"No electricity since yesterday, erratic power supply in Residential Colony",Electricity,High,2025-09-28 10:43:27,In Progress
CF-25632,Want to install rooftop solar panels in Gandhi Nagar,Electricity,Low,2025-01-05 01:13:57,Closed
CF-25633,Water contamination from chemical factory runoff,Water Supply,High,2024-04-24 02:31:06,Resolved
CF-25634,Electricity bill not received this month near Shopping Mall,Electricity,Low,2025-12-21 14:57:31,Closed
CF-25635,"No electricity without notice, frequent trippings near Central Park - Need help ASAP",Electricity,High,2024-03-19 10:09:56,In Progress
CF-25636,Minor drainage slow drainage issue near Shopping Mall,Waste-Water/Sewage,Low,2024-09-30 23:24:22,Closed
CF-25637,Want to register complaint about water wastage,Water Supply,Low,2024-04-21 07:58:41,Pending
CF-25638,Request for water connection for small business in Sector 12,Water Supply,Low,2024-04-20 05:23:43,Closed
CF-25639,Request for water connection for community center,Water Supply,Low,2024-11-01 16:03:16,Pending
CF-25640,Request for covered garbage bin installation,Waste-Water/Sewage,Low,2025-07-25 13:30:08,Pending
CF-25641,"No electricity without notice, no power backup available on MG Road - Immediate action needed in VIP Area",Electricity,High,2024-10-10 16:14:28,Resolved
CF-25642,Query about peak hour charges,Electricity,Low,2025-05-24 02:53:45,In Progress
CF-25643,"Waste water flowing on street, children playing there - Very serious issue",Waste-Water/Sewage,High,2024-09-26 20:54:35,Pending
CF-25644,"No electricity without notice, meter not responding in Residential Colony - Need help ASAP in VIP Area",Electricity,High,2025-12-30 13:24:53,Closed
CF-25645,Request for flushing system repair in public toilet,Water Supply,Low,2025-01-13 02:34:00,Pending
CF-25646,Contaminated water supply causing illness in area - Please resolve urgently in VIP Area,Water Supply,High,2024-01-23 05:56:29,Pending
CF-25647,"Waste water flowing on street, children playing there near Central Park",Waste-Water/Sewage,High,2025-12-07 23:10:54,Pending
CF-25648,Water connection transfer after inheritance,Water Supply,Low,2024-02-25 14:37:27,Resolved
CF-25649,Water connection transfer due to property sale in Sector 12,Water Supply,Low,2025-08-21 20:53:17,Pending
CF-25650,Need separate collection for paper waste near School Zone,Waste-Water/Sewage,Low,2024-04-05 20:15:34,Resolved
CF-25651,Water supply completely stopped since week - This is urgent near City Hospital,Water Supply,High,2024-10-22 17:26:58,In Progress
CF-25652,"Water tank cracked, debris falling into supply near Central Park",Water Supply,High,2025-06-08 08:29:26,In Progress
CF-25653,Need separate bin for glass waste near Shopping Mall,Waste-Water/Sewage,Low,2024-01-14 05:50:08,Pending
CF-25654,Clogged sewer line causing toilet overflow in hospital,Waste-Water/Sewage,High,2025-09-04 20:40:02,In Progress
CF-25655,"No electricity since yesterday, no supply despite payment near Central Park near Bus Stand",Electricity,High,2025-12-07 07:31:07,Pending
CF-25656,"Drainage gas leak, toxic smell in area - Facing lot of problems",Waste-Water/Sewage,High,2024-06-03 20:16:15,Pending
CF-25657,Need information about water quality parameters,Water Supply,Low,2025-09-27 06:05:12,Pending
CF-25658,"No electricity throughout neighborhood, high voltage spikes in Gandhi Nagar in Old City",Electricity,High,2025-06-29 02:32:54,Pending
CF-25659,Water connection for construction site,Water Supply,Low,2024-08-06 15:11:46,In Progress
CF-25660,Request for LED street light installation in Residential Colony,Electricity,Low,2025-06-07 14:21:25,Pending
CF-25661,"Garbage burning causing air pollution, breathing issues near Market Square",Waste-Water/Sewage,High,2025-09-14 03:08:58,In Progress
CF-25662,Garbage collection vehicle not coming since days near Bus Stand,Waste-Water/Sewage,High,2025-04-11 18:27:46,Resolved
CF-25663,Water connection for construction site,Water Supply,Low,2024-04-26 19:27:48,In Progress
CF-25664,Burst water pipe damaging historical monument foundation,Water Supply,High,2024-06-02 23:44:55,Pending
CF-25665,"No electricity affecting entire block, intermittent electricity in Industrial Area - Need help ASAP near Railway Station",Electricity,High,2024-01-12 11:55:22,Resolved
CF-25666,"No electricity since yesterday, frequent outages on MG Road in Old City",Electricity,High,2024-04-11 16:23:21,Resolved
CF-25667,"No water supply in hospital area, critical - Immediate action needed near School Zone",Water Supply,High,2024-05-15 19:34:54,Pending
CF-25668,Electricity meter testing request in Gandhi Nagar,Electricity,Low,2024-12-18 16:08:52,Resolved
CF-25669,Water pressure fluctuates throughout day,Water Supply,Low,2024-09-16 10:09:15,Resolved
CF-25670,"Groundwater contamination suspected, testing needed - Facing lot of problems",Water Supply,High,2025-06-02 22:36:38,Pending
CF-25671,"Garbage dumping near residential area, disease risk - Very serious issue near Market Square",Waste-Water/Sewage,High,2025-01-01 21:47:48,Pending
CF-25672,Query about peak hour charges,Electricity,Low,2025-12-12 12:53:46,Closed
CF-25673,Request for organic waste converter installation,Waste-Water/Sewage,Low,2024-05-14 12:38:55,Resolved
CF-25674,Request for time of day meter installation in Residential Colony,Electricity,Low,2024-10-03 02:55:31,Pending
CF-25675,Blocked drainage causing malaria outbreak,Waste-Water/Sewage,High,2025-09-24 14:52:59,Closed
CF-25676,Need information about plastic waste recycling near Market Square,Waste-Water/Sewage,Low,2025-08-24 23:48:33,Resolved
CF-25677,Request for water supply schedule change near Bus Stand,Water Supply,Low,2024-03-16 00:35:19,Pending
CF-25678,Need help with online water bill payment,Water Supply,Low,2025-07-15 08:07:15,Resolved
CF-25679,Illegal dumping of industrial waste in residential drain - Request immediate visit near Market Square,Waste-Water/Sewage,High,2025-08-29 14:43:05,In Progress
CF-25680,Request for community composting facility near Central Park,Waste-Water/Sewage,Low,2024-06-17 23:14:32,Resolved
CF-25681,Sewage pipe burst under building foundation near School Zone,Waste-Water/Sewage,High,2025-06-13 00:12:30,In Progress
CF-25682,Need information about online payment options,Electricity,Low,2024-12-08 02:08:48,In Progress
CF-25683,"Medical waste found in public garbage bin, dangerous in VIP Area",Waste-Water/Sewage,High,2025-01-29 08:51:33,Closed
CF-25684,Burst water pipe damaging historical monument foundation - Request immediate visit on MG Road,Water Supply,High,2025-08-23 09:15:22,Pending
CF-25685,Electricity bill not received this month in Sector 12,Electricity,Low,2025-04-29 09:55:43,In Progress
CF-25686,Contaminated well water causing mass poisoning,Water Supply,High,2024-04-04 10:31:03,In Progress
CF-25687,"No electricity without notice, power surging causing damage in Sector 12 near Bus Stand",Electricity,High,2025-05-02 19:32:33,Pending
CF-25688,"No water in tap for 3 days, emergency situation - Hope for quick resolution near Shopping Mall",Water Supply,High,2024-12-21 23:48:34,In Progress
CF-25689,Garden water connection needs activation,Water Supply,Low,2024-12-19 06:40:28,Resolved
CF-25690,Need to apply for new water connection in Sector 12,Water Supply,Low,2025-06-18 08:33:20,Closed
CF-25691,Need information about plastic waste recycling,Waste-Water/Sewage,Low,2025-04-25 00:27:21,Pending
CF-25692,"No electricity in our locality, grid failure in Old City - Facing lot of problems in Gandhi Nagar",Electricity,High,2025-08-11 16:43:21,In Progress
CF-25693,Request for drain cleaning before monsoon near Shopping Mall,Waste-Water/Sewage,Low,2025-11-01 04:01:46,In Progress
CF-25694,Need duplicate copy of electricity bill,Electricity,Low,2025-06-18 14:58:14,Pending
CF-25695,Need information about industrial tariff,Electricity,Low,2025-09-05 01:05:18,Resolved
CF-25696,Minor leakage in common area pipeline near Bus Stand,Water Supply,Low,2024-02-12 17:32:44,Resolved
CF-25697,Want to report overflowing public bin,Waste-Water/Sewage,Low,2025-04-21 19:39:52,Pending
CF-25698,Street light not working in our lane near Bus Stand,Electricity,Low,2024-11-22 05:56:40,In Progress
CF-25699,Garbage fire spreading toxic fumes across neighborhood - This is urgent,Waste-Water/Sewage,High,2025-05-03 19:27:21,Pending
CF-25700,Want to report illegal dumping spot,Waste-Water/Sewage,Low,2025-06-05 08:10:22,Resolved
CF-25701,Water connection transfer after inheritance,Water Supply,Low,2024-02-22 06:15:39,Resolved
CF-25702,Request to shift meter to new location near Shopping Mall,Electricity,Low,2025-05-09 01:01:40,Closed
CF-25703,"No electricity throughout neighborhood, voltage drops to zero on MG Road - Please resolve urgently in Old City",Electricity,High,2024-01-22 16:05:56,Resolved
CF-25704,"No water for dialysis center, patients at risk - Facing lot of problems",Water Supply,High,2025-11-30 23:52:07,Resolved
CF-25705,Contaminated water causing skin diseases,Water Supply,High,2025-11-05 01:02:35,Pending
CF-25706,Request for flushing system repair in public toilet in VIP Area,Water Supply,Low,2025-06-11 16:39:30,Closed
CF-25707,"Bill amount higher than usual, need clarification",Electricity,Low,2024-12-22 16:30:50,Resolved
CF-25708,Garbage collection missed our street today,Waste-Water/Sewage,Low,2024-08-23 03:12:47,Resolved
CF-25709,"No water for dialysis center, patients at risk - Request immediate visit near City Hospital",Water Supply,High,2024-08-08 09:08:23,In Progress
CF-25710,Need duplicate copy of electricity bill near Bus Stand,Electricity,Low,2024-12-01 08:28:27,Resolved
CF-25711,"Drinking water has foul smell, people getting sick near Railway Station",Water Supply,High,2025-03-23 17:56:19,In Progress
CF-25712,Contaminated well water causing mass poisoning - Hope for quick resolution near Central Park,Water Supply,High,2025-09-19 06:49:32,In Progress
CF-25713,Want to apply for agricultural water connection,Water Supply,Low,2024-06-04 10:18:05,Closed
CF-25714,Want to install water meter for individual flat,Water Supply,Low,2025-07-12 05:02:51,Closed
CF-25715,Waste water from chemical lab entering municipal drain in Residential Colony,Waste-Water/Sewage,High,2025-04-01 16:28:14,In Progress
CF-25716,Want to change billing address,Electricity,Low,2025-02-07 18:21:46,Pending
CF-25717,Want to know about water conservation schemes in Sector 12,Water Supply,Low,2024-06-29 07:42:55,Resolved
CF-25718,Blocked storm drain causing flash flooding - Need help ASAP,Waste-Water/Sewage,High,2025-05-01 12:39:12,Pending
CF-25719,"Drainage gas leak, toxic smell in area - This is urgent in Gandhi Nagar",Waste-Water/Sewage,High,2025-06-28 23:59:27,Pending
CF-25720,Need information about industrial tariff on MG Road,Electricity,Low,2024-01-25 03:26:59,Pending
CF-25721,"No electricity without notice, frequent outages in Industrial Area - Please resolve urgently near City Hospital",Electricity,High,2024-12-24 04:21:33,Resolved
CF-25722,Want to install rooftop solar panels near School Zone,Electricity,Low,2024-05-06 15:44:50,Resolved
CF-25723,Need duplicate water bill copy near Central Park,Water Supply,Low,2025-12-05 06:26:39,Resolved
CF-25724,Want to avail subsidy for electricity bill,Electricity,Low,2025-10-23 23:12:19,Pending
CF-25725,"Water meter not working, need replacement",Water Supply,Low,2025-06-10 22:56:04,Pending
CF-25726,"Sewage line broken, foul smell unbearable - Immediate action needed",Waste-Water/Sewage,High,2025-07-09 03:31:38,Resolved
CF-25727,Need duplicate copy of electricity bill,Electricity,Low,2024-08-04 02:23:33,Resolved
CF-25728,Electricity connection for EV charging station,Electricity,Low,2025-05-12 04:49:14,Pending
CF-25729,"Drinking water has foul smell, people getting sick - Immediate action needed near School Zone",Water Supply,High,2024-10-16 06:04:30,In Progress
CF-25730,Water contamination from chemical factory runoff - Need help ASAP,Water Supply,High,2025-04-04 22:47:33,In Progress
CF-25731,"No electricity since yesterday, high voltage spikes in Sector 12 near Market Square",Electricity,High,2024-07-25 11:11:03,Pending
CF-25732,Want to know about green energy options in VIP Area,Electricity,Low,2025-04-16 19:35:11,Resolved
